Date,Event Name,Placement,Earning
08-Aug-2020,"$ 3,000 + 200 WPT World Championship 6-Max - Online (Event #4)World Poker Tour - WPT Online World Championship by partypoker, Online",85th,"$ 4,694"
19-Jul-2020,"$ 100 No Limit Hold'em - The Opener (Event #32)World Series of Poker - WSOP Online 2020 at GGPoker, Online",251st,"$ 7,609"
24-May-2020,"$ 25,000 + 500 No Limit Hold'em - Super High Roller (Event #5)Super High Roller Bowl Online, Online",1st,"$ 7,080"
23-May-2020,"$ 10,000 + 300 No Limit Hold'em - High Roller (Event #1)Super High Roller Bowl Online, Online",11th,"$ 2,145"
10-May-2020,"$ 3,000 + 200 No Limit Hold'em - WPT Online Championship Main EventWorld Poker Tour - WPT Online Championship by partypoker, Online",293rd,"$ 1,913"
21-Nov-2019,"$ 10,000 + 300 No Limit Hold'em - MILLIONS  High Roller Finalepartypoker LIVE - partypoker MILLIONS World Bahamas, Nassau",10th,"$ 8,100"
16-Nov-2019,"$ 250,000 No Limit Hold'em - Super High Roller Bowlpartypoker LIVE - partypoker MILLIONS World Bahamas, Nassau",1st,$ 851
26-Aug-2019,"€ 5,300 No Limit Hold'em - EPT Main Event (Event #22)European Poker Tour - EPT Barcelona, Barcelona",183rd,"$ 613,987"
02-Aug-2019,"£ 50,000 No Limit Hold'em - 8 Handed (Event #3)Triton Poker Super High Roller Series London, London",8th,"$ 22,800"
13-May-2019,"HK$ 200,000 Short Deck No Limit Hold'em - Ante Only Turbo (Event #7)Triton Poker Super High Roller Series Montenegro, Budva",7th,"$ 5,943"
09-May-2019,"HK$ 250,000 No Limit Hold'em - Turbo (Event #12)Triton Poker Super High Roller Series Montenegro, Budva",4th,"$ 45,000"
02-May-2019,"€ 25,000 No Limit Hold'em - EPT High Roller (Event #30)European Poker Tour - EPT Monte Carlo, Monte Carlo",8th,"$ 4,080,000"
27-Apr-2019,"€ 100,000 No Limit Hold'em - EPT Super High Roller (Event #9)European Poker Tour - EPT Monte Carlo, Monte Carlo",4th,"$ 12,333"
09-Jan-2019,"$ 50,000 No Limit Hold'em (Event #13)PokerStars Caribbean Adventure - PCA 2019, Paradise Island",4th,"$ 220,694"
14-Dec-2018,"€ 2,200 No Limit Hold'em #25European Poker Tour - EPT Prague, Prague",11th,"HK$ 610,000"
15-Nov-2018,"$ 10,000 + 300 No Limit Hold'em - High Rollerpartypoker LIVE - partypoker Caribbean Poker Party, Nassau",3rd,"$ 77,720"
