Date,Event Name,Placement,Earning
16-Oct-2019,"€ 1,350 No Limit Hold'em - Mini Main Event (Event #3)World Series of Poker Europe - WSOPE 2019, Rozvadov",51st,"$ 4,500"
19-Sep-2019,"درهم 13,200 No Limit Hold'em - WPTDeepStacks Main EventWPTDeepStacks - WPTDS Marrakech, Marrakech",46th,"$ 211,000"
09-Aug-2019,"€ 1,000 + 100 No Limit Hold'em - MILLIONS Openpartypoker LIVE - partypoker MILLIONS Europe, Rozvadov",92nd,"$ 2,868"
03-Jul-2019,"$ 500 + 50 No Limit Hold'emThe Wynn Summer Classic, Las Vegas",30th,"$ 3,029"
24-Jun-2019,"$ 3,500 No Limit Hold'em (Event #72)DeepStack Championship Poker Series, Las Vegas",46th,"$ 3,361"
17-Jun-2019,"$ 1,600 No Limit Hold'em - MSPT Event (Event #62)DeepStack Championship Poker Series, Las Vegas",123rd,"$ 1,443"
21-Apr-2019,"€ 4,000 No Limit Hold'em - Super High RollerWSOP International Circuit - WSOPC Cannes, Cannes",3rd,"$ 7,576"
15-Dec-2018,"€ 1,000 + 100 No Limit Hold'emTony G's Birthday Party, Rozvadov",16th,"$ 5,302"
26-Jun-2018,"$ 3,000 No Limit Hold'em (Event #54)49th World Series of Poker - WSOP 2018, Las Vegas",65th,"$ 14,552"
16-Mar-2018,"€ 1,500 + 150 No Limit Hold'em - WSOP Circuit Main EventWSOP International Circuit - WSOPC Rozvadov, Rozvadov",40th,"$ 3,039"
16-Feb-2018,"€ 10,000 + 300 No Limit Hold'em - High Rollerpartypoker LIVE - partypoker MILLIONS Germany, Rozvadov",14th,"$ 6,712"
13-Oct-2017,"€ 1,500 + 150 No Limit Hold'em - WSOP Circuit Main Event (Ring Event #11)WSOP International Circuit - WSOPC Rozvadov, Rozvadov",69th,"$ 5,741"
06-Jul-2017,"$ 3,000 No Limit Hold'em (Event #68)48th World Series of Poker - WSOP 2017, Las Vegas",173rd,"$ 31,199"
10-Jun-2017,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #20)48th World Series of Poker - WSOP 2017, Las Vegas",100th,"$ 4,312"
02-Jun-2017,"$ 111,111 No Limit Hold'em - High Roller for One Drop (Event #6)48th World Series of Poker - WSOP 2017, Las Vegas",2nd,"$ 4,679"
29-Apr-2017,"€ 5,300 No Limit Hold'em - PokerStars Championship Main Event (Event 24)PokerStars Championship presented by Monte-Carlo Casino, Monte Carlo",12th,"$ 8,054"
09-Mar-2017,"€ 1,000 + 100 No Limit Hold'em Main Event #23PokerStars Festival Rozvadov, Rozvadov",23rd,"$ 2,278,657"
07-Jan-2016,"$ 2,200 #13 No Limit Hold'em -LAPT Bahamas Main EventPokerStars Caribbean Adventure - PCA 2016, Paradise Island",117th,"$ 36,592"
27-Oct-2015,"€ 2,000 + 200 #47 No Limit Hold'emEuropean Poker Tour - EPT Malta, St. Julian’s",27th,"$ 7,183"
23-Aug-2015,"€ 2,000 + 200 No Limit Hold'em - Estrellas High Roller #24European Poker Tour - EPT Barcelona, Barcelona",99th,"$ 3,640"
14-Jun-2015,"$ 1,000 No Limit Hold'em (Event #30)46th World Series of Poker - WSOP 2015, Las Vegas",11th,"$ 4,931"
08-Jan-2015,"$ 9,700 + 600 #7 No Limit Hold'em - Main EventPokerStars Caribbean Adventure - PCA 2015, Paradise Island",104th,"$ 4,724"
29-Oct-2014,"HK$ 11,000 No Limit Hold'em - KO Big BountyAsia Pacific Poker Tour - APPT Asia Championship of Poker, Macau",9th,"$ 20,423"
